category,question,answer
دانلود و شنیدن,داشتن قابلیت انتقال در کتاب های صوتی به چه معنی هستش؟,"اندروید:

دوست عزیز، سلام.

قابلیت انتقال در کتاب‌های صوتی یعنی می‌تونید مستقیماً به فایل کتاب صوتی دسترسی داشته باشید و اون رو به‌ جای دیگه‌ای هم منتقل کنید. بعضی کتاب‌های صوتی قابلیت انتقال ندارن، یعنی فایل کتاب صوتی به درخواست صاحب اثر (ناشر) رمزنگاری شده و نمی‌تونید مستقیم به فایل کتاب صوتی دسترسی داشته باشید. اگه کتاب صوتی موردنظرتون قابلیت انتقال داره، می‌تونید توی این مسیرها فایل‌ها رو پیدا کنید: توی گوشی‌های اندرویدی فایل‌های کتاب صوتی معمولاً توی مسیر internal storage> android > data > ir.mservices.mybook > files ذخیره می‌شن. از طریق سایت طاقچه هم می‌تونید به فایل کتاب‌های قابل‌انتقال‌ دسترسی داشته باشید. توی سایت طاقچه، اول از قسمت بالا، سمت چپ، وارد حساب کاربری‌تون بشید. کتاب موردنظرتون رو انتخاب کنید. روی پخش کتاب بزنید. پایین صفحه یه نوار ظاهر می‌شه. روش بزنید تا فهرست فایل‌های صوتی نشون داده بشه. توی این فهرست وضعیت دانلود رو می‌بینید و می‌تونید فایل‌های کتاب رو دریافت کنید.

آی‌او‌‌اس:

دوست عزیز، سلام.

برای دسترسی به فایل کتاب لازمه از طریق مرورگر موبایلتون (سافاری) وارد سایت طاقچه بشید. سپس وارد حساب کاربری‌تون بشید و به قسمت «کتاب‌های من» برید. روی کتاب موردنظرتون بزنید تا دانلود بشه و بعد از اون به پوشه دانلودتون برید تا بتونید فایل کتاب رو دریافت کنید.
در‌حال‌حاضر از طریق اپلیکیشن امکان دریافت مستقیم فایل کتاب وجود نداره."
دانلود و شنیدن,زمانی که روی کتاب صوتی میزنم خطای فایل ناقص است میدهد,"دوست عزیز، سلام.

نگران نباشید. این مشکل معمولاً وقتی به وجود میاد که کتاب یک بار دانلود شده و بعد از مدتی بعضی فایل‌های کتاب از حافظهٔ گوشی پاک شده‌ن (مثلاً شاید نرم‌افزارهای فضاخالی‌کن مثل Clean Master بعضی فایل‌ها رو پاک کرده باشن). برای رفع مشکل، فایل‌های کتاب رو توی نرم‌افزار طاقچه حذف کنید و کتاب رو دوباره (به‌صورت رایگان) دریافت کنید."
دانلود و شنیدن,چطوری میتونم به فهرست کتاب صوتی و متنی برم؟,"صوتی:

دوست عزیز، سلام.
وقتی کتاب صوتی داره پخش می‌شه، دکمهٔ «فهرست» زیر تصویر جلد کتاب قرار داره. روی اون بزنید و فصل دلخواهتون رو انتخاب کنید. اگر صفحهٔ پخش کتاب کوچیک شده و کتاب صوتی به‌شکل یک نوار پخش در پایین صفحات دیگهٔ طاقچه قرار گرفته، کافیه تا روی نوار پخشی بزنید که در پایین صفحه نمایش داده شده. صفحهٔ پخش کتاب بهتون نشون داده می‌شه و می‌تونید دکمهٔ «فهرست» رو ببینید و بزنید.

متنی:

دوست عزیز،سلام.
در کتاب‌های پی‌دی‌اف، فهرست جزو صفحات کتاب قرار داره. بنابراین برای دیدن فهرست لازمه به صفحات خود کتاب مراجعه کنید. در کتاب‌های ای‌پاب، وسط صفحه بزنید. نواری بالای صفحه ظاهر می‌شه. سمت راست روی آیکون فهرست بزنید تا بهتون نمایش داده بشه."
دانلود و شنیدن,نحوه تغییر سرعت کتاب های صوتی,"دوست عزیز، سلام.

خوشحالیم که از طاقچه استفاده می‌کنید و به صدای کتاب‌ها گوش می‌دید. در صفحهٔ پخش کتاب صوتی، پایین سمت چپ، تصویر کوچک یک عقربه قرار داره. اگه روی این تصویر بزنید، کادری براتون باز می‌شه که می‌تونید توی اون، سرعت دلخواهتون رو برای پخش صوت انتخاب کنید (در سیستم اندروید، بعد از انتخاب سرعت، دکمهٔ «تأیید» رو بزنید).
اگر در استفاده از این امکان، مشکلی داشتید، خوشحال می‌شیم بهمون بگید تا بتونیم بیشتر راهنمایی‌تون کنیم."
دانلود و شنیدن,چرا کتاب صوتی که خریدم نمیتونم از طریق وب سایت گوش بدم؟,"دوست عزیز، سلام.

بعضی کتاب‌های صوتی «قابلیت انتقال» ندارن. یعنی فایل کتاب صوتی به درخواست صاحب اثر (ناشر) رمزنگاری شده و نمی‌تونید مستقیماً به اون فایل دسترسی داشته باشید. لازمه برای مطالعهٔ این کتاب‌ها اپلیکیشن موبایل یا ویندوز طاقچه رو نصب کنید و وارد حساب کاربری‌تون بشید تا بتونید به کتاب موردنظرتون گوش بدید."
دانلود و شنیدن,در مواقعی که با دانلود کامل کتاب از فهرست مشکل رفع میشه,"دوست عزیز، سلام.
ابتدا لازمه مطمئن بشید که تمام قسمت‌های کتاب رو دانلود کرده باشید و بعد از اون اقدام به پخش کتاب کنید.
از مسیر زیر می‌تونید این مورد رو بررسی کنید:
کتاب صوتی موردنظرتون رو پخش کنید و روی نوار پخش پایین صفحه ضربه بزنید، در صفحه‌ای که بهتون نمایش داده میشه آیکون فهرست رو انتخاب کنید و بعد از اون روی دریافت همه بزنید."
دانلود و مطالعه,آیا برای مطالعه کتاب‌ها به اینترنت نیاز دارم؟,"دوست عزیز، سلام.

توی اپلیکیشن اندروید و آی‌او‌اس و ویندوز طاقچه، فقط برای خرید و دریافت نسخهٔ کاملِ کتاب به اینترنت نیاز دارید. بعد از تکمیل فرایند خرید و دریافت، کتاب در قسمت «کتاب‌های من» قرار می‌گیره و می‌تونید اون رو بدون وصل‌شدن به اینترنت مطالعه کنید.
اگر کتاب‌ها رو توی سایت طاقچه می‌خونید،‌ برای خوندن کتاب به اینترنت نیاز دارید."
دانلود و مطالعه,فایل کتاب در کدام قسمت از گوشی ذخیره می‌شود و چگونه می‌توانم کتاب‌های طاقچه را خارج از اپلیکیشن مطالعه کنم?,"دوست عزیز، سلام.

طبق قراردادی که با ناشران کتاب داریم و برای حفظ قانون حق نشر (کپی‌رایت)، کتاب‌های دریافت‌شده رو فقط می‌تونید توی اپلیکیشن و سایت طاقچه مطالعه کنید."
دانلود و مطالعه,کتاب ها را چطوری می‌توانم در کیندل یا کتابخوان‌های دیگه بخوانم؟,"دوست عزیز، سلام.

در مورد کیندل، امکان ارسال فایل کتاب وجود نداره. چون برای رعایت حق نشر (کپی‌رایت) و طبق قراردادی که با صاحب اثر (ناشر) داریم، فایل کتاب‌ها رمزنگاری شده. اگه کتابخوان اندرویدی دارید (مثل بوکس اونیکس و کتابخوان‌هایی که خود طاقچه وارد کرده) می‌تونید طاقچه رو روی اون نصب کنید و کتاب‌هاتون رو در طاقچه مطالعه کنید."
دانلود و مطالعه,"کتاب در کتابخانه وجود دارد و قبلا آن را مطالعه می‌کردم، اما الان دیگر باز نمی‌شود.","دوست عزیز، سلام.

لطفاً کتاب رو حذف کنید و دوباره (به‌صورت رایگان) دریافتش کنید. این مشکل از سمت طاقچه پیش نیومده و علتش یکی از این دو مورده: (۱) یا اطلاعات طاقچه رو به کارت حافظهٔ خارجی منتقل کردیدی و کارت رو درآوردید، (۲) یا ابزارهای فضاخالی‌کن (مانند Clean Master) روی گوشی‌تون نصب دارید که فایل‌های طاقچه رو پاک کرده."
